Erros quadraticos:
Epoca;Treinamento;Validacao,Teste
110;0.009755785536199706;0.013914324866035895;0.01353997425913624
111;0.009709175115497687;0.013884343702689596;0.013511490003957105
112;0.009662987322210282;0.013854699647721567;0.013483405832954437
113;0.009617219517063135;0.013825389292700552;0.013455714093122755
114;0.009571869050692771;0.013796408972979533;0.013428406773683137
115;0.009526933236547793;0.013767754784255208;0.01340147552811995
116;0.009482409326230005;0.013739422603573944;0.013374911702438576
117;0.00943829448742065;0.01371140811420404;0.01334870636893931
118;0.009394585784493538;0.013683706833725271;0.01332285036470571
119;0.009351280161871183;0.013656314144634987;0.013297334333928747
120;0.009308374430134417;0.013629225326738404;0.0132721487731358
121;0.009265865254851168;0.013602435590579555;0.013247284078366969
122;0.009223749148048925;0.013575940111177902;0.013222730593338946
123;0.009182022462217991;0.013549734061366173;0.013198478657663543
124;0.009140681386701306;0.013523812644071667;0.01317451865423526
125;0.009099721946300812;0.013498171122948143;0.013150841054974223
126;0.009059140001911634;0.013472804850841463;0.013127436464198828
127;0.009018931252982611;0.013447709295660037;0.013104295659005992
128;0.008979091241595351;0.01342288006331194;0.01308140962614824
129;0.008939615357953257;0.01339831291746733;0.01305876959501537
130;0.008900498847075763;0.013374003795996571;0.013036367066444954
Epocas para convergencia: 130; Erro verdadeiro: 0.0030141188268016316
